record_id,parent_department,organisation,unit,reporting_senior_post,grade,payscale_minimum,payscale_maximum,generic_job_title,fte_posts,professional/occupational_group,office_region
2313,Department for Education,Department for Education,"Behaviour, Exclusions and School Food",DFE-2662,Senior Executive Officer - National,42806,47047,"Senior Executive Officer - Behaviour, Exclusions and School Food SEO-South West",1.0,Other,South West
2314,Department for Education,Department for Education,"Payroll, Reward, Policies and ER",DFE-2527,HEO - National,36000,38229,"Higher Executive Officer - Payroll, Reward, Policies and ER HEO-Yorkshire and The Humber",1.83,Other,Yorkshire and The Humber
2315,Department for Education,Department for Education,Funding Policy Implementation,DFE-2609,HEO - National,36000,38229,Higher Executive Officer - Funding Policy Implementation HEO-Yorkshire and The Humber,2.0,Other,Yorkshire and The Humber
2316,Department for Education,Department for Education,"Estates, Security and People",DFE-2025,HEO - National,36000,38229,Higher Executive Officer - Central Business Services HEO-South West,1.0,Other,South West
2317,Department for Education,Department for Education,"Behaviour, Exclusions and School Food",DFE-2662,HEO - National,36000,38229,"Higher Executive Officer - Behaviour, Exclusions and School Food SEO-North West",1.0,Other,North West
2318,Department for Education,Department for Education,"Capability, Investments, Analysis and Reporting",DFE-2162,Grade 6 - National,70854,78241,"Manager - Capability, Investments, Analysis and Reporting Grade 6-North East",1.0,Other,North East
2319,Department for Education,Department for Education,Delivery Unit,DFE-2501,Senior Executive Officer - London,46971,51973,Senior Executive Officer - Delivery Unit SEO-London,5.0,Other,London
2320,Department for Education,Department for Education,School Based Nursery Expansion,DFE-2640,Senior Executive Officer - National,42806,47047,Senior Executive Officer - School Based Nursery Expansion SEO-Unknown,1.0,Other,Unknown
2321,Department for Education,Department for Education,Operations and Infrastructure Group,DFE-2536,Senior Executive Officer - National,42806,47047,Senior Executive Officer - Commercial Specialist - Operations & Infrastructure SEO-East Midlands,2.0,Other,East Midlands
2322,Department for Education,Department for Education,Higher Education Analysis,DFE-2632,Grade 7 - National,58185,67219,Manager - HE Analysis Grade 7-South West,1.0,Other,South West
2323,Department for Education,Department for Education,Developing Teachers and Leaders,DFE-2670,Grade 7 - London,62336,72057,Manager - Teacher Services Grade 7-London,1.0,Other,London
2324,Department for Education,Department for Education,Digital Delivery - Regions,DFE-2327,HEO - National,36000,38229,Higher Executive Officer - Digital Delivery - Regions HEO-Yorkshire and The Humber,1.0,Other,Yorkshire and The Humber
2325,Department for Education,Department for Education,T - Level Policy,DFE-2542,Grade 7 - National,58185,67219,Manager - T - Level Delivery ​ Grade 7-North East,2.0,Other,North East
2326,Department for Education,Department for Education,News and Social Media,DFE-2145,HEO (Information Officer) - London,44424,47250,Higher Executive Officer - News and Social Media HEO-London,7.0,Other,London
2327,Department for Education,Department for Education,Strategy Unit,DFE-2618,Senior Executive Officer - National,42806,47047,Senior Executive Officer - Strategy Unit SEO-Yorkshire and The Humber,2.0,Other,Yorkshire and The Humber
2328,Department for Education,Department for Education,Strategy Unit,DFE-2618,Grade 7 - London,62336,72057,Manager - Strategy Unit Grade 7-London,5.7,Other,London
2329,Department for Education,Department for Education,CSC Serious Incidents and National Safeguarding Panel,DFE-2299,Grade 7 - National,58185,67219,Manager - CSC Serious Incidents and National Safeguarding Panel Grade 7-North West,3.0,Other,North West
2330,Department for Education,Department for Education,T - Level Policy,DFE-2542,Grade 6 - National,70854,78241,Manager - T - Level Policy​ Grade 6-Yorkshire and The Humber,1.0,Other,Yorkshire and The Humber
2331,Department for Education,Department for Education,"CSC Outcomes, Care Leavers and Capital",DFE-2347,HEO - National,36000,38229,"Higher Executive Officer - CSC Outcomes, Care Leavers and Capital SEO-North East",1.0,Other,North East
2332,Department for Education,Department for Education,HR Services & Specialist Advice,DFE-2001,Senior Executive Officer - National,42806,47047,Senior Executive Officer - HR Services & Specialist Advice Grade 7-Yorkshire and The Humber,1.0,Other,Yorkshire and The Humber
2333,Department for Education,Department for Education,T - Level Policy,DFE-2542,Grade 7 - National,58185,67219,Manager - T - Level Policy​ Grade 7-Yorkshire and The Humber,0.94,Other,Yorkshire and The Humber
2334,Department for Education,Department for Education,Strategy and Portfolio,DFE-2277,HEO - National,36000,38229,Higher Executive Officer - Strategy and Portfolio HEO-Yorkshire and The Humber,1.0,Other,Yorkshire and The Humber
2335,Department for Education,Standard and Testing Agency,STA Assessment DDaT,DFE-2607,Grade 7 - National,58185,67219,Manager - STA Assessment DDaT Grade 7-Yorkshire and The Humber,1.8,Other,Yorkshire and The Humber
2336,Department for Education,Department for Education,Technical Education & Qualification Reforms,DFE-2093,Grade 7 - London,62336,72057,Manager - Technical Education & Qualification Reform​s Grade 7-London,2.0,Other,London
2337,Department for Education,Department for Education,International Evidence and Trade,DFE-2470,HEO - National,36000,38229,Higher Executive Officer - International Evidence and Trade HEO-West Midlands,0.5,Other,West Midlands
2338,Department for Education,Department for Education,School Based Nursery Expansion,DFE-2640,Senior Executive Officer - London,46971,51973,Senior Executive Officer - School Based Nursery Expansion SEO-London,2.0,Other,London
2339,Department for Education,Department for Education,Work Based Skills Operations and Performance,DFE-2423,Senior Executive Officer - National,42806,47047,Senior Executive Officer - Work Based Skills Operations and Performance SEO-North East,1.0,Other,North East
2340,Department for Education,Department for Education,Schools Digital,DFE-2504,HEO - London,40132,42699,Higher Executive Officer - Schools Digital HEO-London,3.0,Other,London
2341,Department for Education,Department for Education,"Payroll, Reward, Policies and ER",DFE-2527,Grade 6 - National,70854,78241,"Manager - Payroll, Reward, Policies and ER Grade 6-North West",1.0,Other,North West
2342,Department for Education,Department for Education,"HR Organisation Design, Development & Engagement",DFE-2407,Grade 7 - National,58185,67219,"Manager - HR Organisation Design, Development & Engagement Grade 7-North East",2.0,Other,North East
2343,Department for Education,Department for Education,The Apprenticeships Service (DDAT)​,DFE-2486,Senior Executive Officer - National,42806,47047,Senior Executive Officer - The Apprenticeships Service (DDAT)​ SEO-Yorkshire and The Humber,3.0,Other,Yorkshire and The Humber
2344,Department for Education,Department for Education,"HR Organisation Design, Development & Engagement",DFE-2407,Senior Executive Officer - National,42806,47047,"Senior Executive Officer - HR Organisation Design, Development & Engagement SEO-North West",0.86,Other,North West
2345,Department for Education,Department for Education,Capital Delivery,DFE-2568,Grade 7 - National,58185,67219,Manager - Construction and External Technical Services Grade 7-North West,1.0,Other,North West
2346,Department for Education,Department for Education,Operational Excellence,DFE-2292,HEO - National,36000,38229,Higher Executive Officer - Operational Excellence HEO-East Midlands,2.0,Other,East Midlands
2347,Department for Education,Standard and Testing Agency,STA Assessment DDaT,DFE-2607,Senior Executive Officer - National,42806,47047,Senior Executive Officer - STA Assessment DDaT SEO-West Midlands,3.0,Other,West Midlands
2348,Department for Education,Department for Education,Infrastructure & Platforms,DFE-2281,Legacy Grade,1,150000,Manager - Infrastructure & Platforms (Legacy Grade)-North West,2.0,Other,North West
2349,Department for Education,Department for Education,Infrastructure & Platforms,DFE-2281,Legacy Grade,1,150000,Manager - Infrastructure & Platforms (Legacy Grade)-West Midlands,1.0,Other,West Midlands
2350,Department for Education,Department for Education,Enterprise Data for Access and Sharing,DFE-2658,Legacy Grade,1,150000,Manager - Enterprise Data for Access and Sharing (Legacy Grade)-North West,0.8,Other,North West
2351,Department for Education,Department for Education,Student Funding Policy​,DFE-2516,Senior Executive Officer - National,42806,47047,Senior Executive Officer - Student Funding Policy​ SEO-North West,1.0,Other,North West
2352,Department for Education,Department for Education,FE Workforce,DFE-2668,Senior Executive Officer - National,42806,47047,Senior Executive Officer - FE Workforce SEO-West Midlands,1.0,Other,West Midlands
2353,Department for Education,Department for Education,Sector Skills,DFE-2620,Grade 7 - National,58185,67219,Manager - Sector Skills Grade 7-North West,1.0,Other,North West
2354,Department for Education,Department for Education,SFSO Operational Delivery - South,DFE-2085,Senior Executive Officer - National,42806,47047,Senior Executive Officer - SFSO Operational Delivery - South SEO-South West,2.39,Other,South West
2355,Department for Education,Department for Education,Family Hubs and Early Years Interventions,DFE-2654,Senior Executive Officer - National,42806,47047,Senior Executive Officer - Family Hubs and Early Years Interventions Grade 7-North West,1.0,Other,North West
2356,Department for Education,Department for Education,"Early Years Quality, Recovery and Welfare",DFE-2240,Grade 7 - London,62336,72057,"Manager - Early Years Quality, Recovery and Welfare Grade 7-London",1.9,Other,London
2357,Department for Education,Department for Education,Counter Extremism and Non-School Education,DFE-2398,Senior Executive Officer - National,42806,47047,Senior Executive Officer - Counter Extremism and Non-School Education Grade 7-Unknown,1.0,Other,Unknown
2358,Department for Education,Department for Education,T - Level Delivery ​,DFE-2626,HEO - National,36000,38229,Higher Executive Officer - T - Level Delivery ​ HEO-North West,2.0,Other,North West
2359,Department for Education,Department for Education,Central Analysis Unit,DFE-2238,Grade 7 - National,58185,67219,Manager - Central Analysis Unit Grade 7-East Midlands,1.0,Other,East Midlands
2360,Department for Education,Department for Education,Regions Group: North East and National SEND Improvement and Transformation,DFE-2701,Senior Executive Officer - London,46971,51973,Senior Executive Officer - Regions Group: North East and National SEND Improvement and Transformation SEO-London,1.0,Other,London
2361,Department for Education,Department for Education,Funding Policy Unit,DFE-2009,Senior Executive Officer - London,46971,51973,Senior Executive Officer - Funding Policy Unit SEO-London,2.0,Other,London
2362,Department for Education,Department for Education,Financial Operations,DFE-2200,HEO - National,36000,38229,Higher Executive Officer - Financial Operations HEO-North West,1.0,Other,North West
2363,Department for Education,Department for Education,Social Justice and Disadvantage,DFE-2519,HEO - London,40132,42699,Higher Executive Officer - Social Justice and Disadvantage HEO-London,3.0,Other,London
2364,Department for Education,Department for Education,High Quality Curriculum,DFE-2324,HEO - National,36000,38229,Higher Executive Officer - High Quality Curriculum HEO-West Midlands,1.0,Other,West Midlands
2365,Department for Education,Department for Education,Legislation Division,DFE-2624,Senior Executive Officer - London,46971,51973,Senior Executive Officer - Legislation Division Grade 7-London,1.0,Other,London
2366,Department for Education,Department for Education,"HR Organisation Design, Development & Engagement",DFE-2407,Senior Executive Officer - National,42806,47047,"Senior Executive Officer - HR Organisation Design, Development & Engagement SEO-South West",1.0,Other,South West
2367,Department for Education,Department for Education,DDT Incubator,DFE-2475,Senior Executive Officer - National,42806,47047,Senior Executive Officer - DDT Incubator SEO-North East,2.81,Other,North East
2368,Department for Education,Department for Education,Enterprise Data for Access and Sharing,DFE-2658,HEO - National,36000,38229,Higher Executive Officer - Enterprise Data for Access and Sharing SEO-Yorkshire and The Humber,1.0,Other,Yorkshire and The Humber
2369,Department for Education,Department for Education,CS Policy Profession Unit,DFE-2498,HEO - London,40132,42699,Higher Executive Officer - CS Policy Profession Unit HEO-London,0.91,Other,London
2370,Department for Education,Department for Education,Attendance,DFE-2533,HEO - National,36000,38229,Higher Executive Officer - Attendance HEO-Yorkshire and The Humber,1.0,Other,Yorkshire and The Humber
2371,Department for Education,Department for Education,FE Provider Infrastructure,DFE-2387,EO - London,35438,35438,Executive Officer - FE Provider Infrastructure EO-London,1.0,Other,London
2372,Department for Education,Department for Education,Regions Group: North East and National SEND Improvement and Transformation,DFE-2701,Grade 7 - National,58185,67219,Manager - Regions Group: North East and National SEND Improvement and Transformation Grade 7-North East,1.0,Other,North East
2373,Department for Education,Department for Education,SEND Strategy,DFE-2571,Senior Executive Officer - National,42806,47047,Senior Executive Officer - SEND Strategy Grade 7-West Midlands,1.0,Other,West Midlands
2374,Department for Education,Department for Education,Further Education Workforce,DFE-2218,Grade 7 - National,58185,67219,Manager - FE Workforce Grade 7-North East,0.81,Other,North East
2375,Department for Education,Department for Education,"Breakfast Clubs, Wraparound Childcare and HAF",DFE-2544,Grade 7 - National,58185,67219,"Manager - Breakfast Clubs, Wraparound Childcare and HAF Grade 7-South West",1.0,Other,South West
2376,Department for Education,Department for Education,Digital Delivery - Regions,DFE-2327,Grade 6 - National,70854,78241,Manager - Digital Delivery - Regions Grade 6-West Midlands,1.0,Other,West Midlands
2377,Department for Education,Department for Education,SFSO Operational Delivery - North,DFE-2084,Grade 7 - National,58185,67219,Manager - SFSO Operational Delivery - North Grade 7-North West,1.0,Other,North West
2378,Department for Education,Department for Education,Childcare Reform Delivery & Directorate Support,DFE-2576,HEO - National,36000,38229,Higher Executive Officer - Childcare Reform Delivery & Directorate Support HEO-North West,1.91,Other,North West
2379,Department for Education,Department for Education,Regions Group: London,DFE-2204,Grade 7 - National,58185,67219,Manager - Regions Group: London Grade 7-South West,1.0,Other,South West
2380,Department for Education,Department for Education,International Evidence and Trade,DFE-2470,EO - National,31479,31479,Executive Officer - International Evidence and Trade EO-West Midlands,1.0,Other,West Midlands
2381,Department for Education,Department for Education,Strategy Unit,DFE-2618,Grade 6 - National,70854,78241,Manager - Strategy Unit Grade 6-South West,1.0,Other,South West
2382,Department for Education,Department for Education,"Payroll, Reward, Policies and ER",DFE-2527,Grade 6 - National,70854,78241,"Manager - Payroll, Reward, Policies and ER Grade 6-Yorkshire and The Humber",0.81,Other,Yorkshire and The Humber
2383,Department for Education,Department for Education,SFSO Operational Delivery - South,DFE-2085,EO - National,31479,31479,Executive Officer - SFSO Operational Delivery - South EO-South West,1.0,Other,South West
2384,Department for Education,Department for Education,Schools Digital,DFE-2504,EO - London,35438,35438,Executive Officer - Schools Digital EO-London,1.0,Other,London
2385,Department for Education,Department for Education,SFSO Operational Delivery - North,DFE-2084,EO - National,31479,31479,Executive Officer - SFSO Operational Delivery - North EO-North West,1.62,Other,North West
2386,Department for Education,Standard and Testing Agency,Assessment Research and Development,DFE-2535,SEO (Senior Prof & Technical Officer) - London,52799,58810,Senior Executive Officer - Assessment Research and Development Grade 7-London,1.0,Other,London
2387,Department for Education,Department for Education,CSC Looked After Children Placements,DFE-2582,Grade 7 - National,58185,67219,Manager - CSC Looked After Children Placements Grade 7-East Midlands,1.0,Other,East Midlands
2388,Department for Education,Department for Education,Family Support,DFE-2305,Senior Executive Officer - National,42806,47047,Senior Executive Officer - Family Support SEO-North West,1.0,Other,North West
2389,Department for Education,Department for Education,Work Based Skills Operations and Performance,DFE-2423,HEO - London,40132,42699,Higher Executive Officer - Work Based Skills Operations and Performance HEO-London,1.0,Other,London
2390,Department for Education,Department for Education,Regions Group: National,DFE-2279,Senior Executive Officer - National,42806,47047,Senior Executive Officer - Regions Group: National SEO (Position Vacate:02/01/2026)-North East,0.8,Other,North East
2391,Department for Education,Department for Education,Education Estates Portfolio Oversight and Directorate Support,DFE-2648,Senior Executive Officer - National,42806,47047,Senior Executive Officer - Education Estates Portfolio Oversight and Directorate Support SEO-North West,1.0,Other,North West
2392,Department for Education,Department for Education,"Access, Participation and Applications",DFE-2231,Grade 7 - London,62336,72057,"Manager - Access, Participation and Applications​ Grade 7-London",2.91,Other,London
2393,Department for Education,Department for Education,Digital Delivery - Regions,DFE-2327,Senior Executive Officer - National,42806,47047,Senior Executive Officer - Digital Delivery - Regions SEO-North West,1.0,Other,North West
2394,Department for Education,Department for Education,School Strategy and System,DFE-2639,Senior Executive Officer - National,42806,47047,Senior Executive Officer - School Strategy and System SEO-North East,1.0,Other,North East
2395,Department for Education,Department for Education,CSC Looked After Children Placements,DFE-2582,Grade 6 - National,70854,78241,Manager - CSC Looked After Children Placements Grade 6-Yorkshire and The Humber,0.69,Other,Yorkshire and The Humber
2396,Department for Education,Department for Education,Revenue Funding and Demographic Analysis,DFE-2645,HEO (Higher Statistical Officer) - National,40044,42778,Higher Executive Officer - Revenue Funding and Demography Analysis HEO-West Midlands,1.0,Other,West Midlands
2397,Department for Education,Department for Education,Skills Strategy and Delivery,DFE-2570,Grade 6 - National,70854,78241,Manager - Skills Strategy and Delivery Grade 6-South West,0.6,Other,South West
2398,Department for Education,Department for Education,Further Education Funding,DFE-2100,Senior Executive Officer - National,42806,47047,Senior Executive Officer - FE System and Oversight SEO-South West,1.0,Other,South West
2399,Department for Education,Department for Education,Strategy and Qualifications,DFE-2341,Senior Executive Officer - National,42806,47047,Senior Executive Officer - Strategy and Qualifications SEO-East Midlands,1.0,Other,East Midlands
2400,Department for Education,Department for Education,Teaching Workforce Teaching Analysis,DFE-2183,Grade 6 - London,74528,82869,Manager - Teaching Workforce Teaching Analysis Grade 6-London,1.0,Other,London
2401,Department for Education,Department for Education,Inclusive Mainstream,DFE-2647,EO - London,35438,35438,Executive Officer - Inclusive Mainstream EO-London,1.0,Other,London
2402,Department for Education,Department for Education,CSC Strategy and System,DFE-2401,EO - London,35438,35438,Executive Officer - CSC Strategy and System EO-London,1.0,Other,London
2403,Department for Education,Department for Education,"Governance, Assurance and Partnerships",DFE-2611,Grade 7 - National,58185,67219,"Manager - Governance, Assurance and Partnerships Grade 7-East Midlands",1.0,Other,East Midlands
2404,Department for Education,Department for Education,Supporting and Rewarding Teachers and Leaders,DFE-2637,HEO - National,36000,38229,Higher Executive Officer - Supporting and Rewarding Teachers and Leaders SEO-Yorkshire and The Humber,1.0,Other,Yorkshire and The Humber
2405,Department for Education,Department for Education,Specialist Sector Reform,DFE-2353,HEO - London,40132,42699,Higher Executive Officer - Specialist Sector Reform HEO-London,1.0,Other,London
2406,Department for Education,Department for Education,Operations and Infrastructure Group,DFE-2536,EO - National,31479,31479,Executive Officer - Commercial School Resource Management (Protected) EO-Yorkshire and The Humber,2.0,Other,Yorkshire and The Humber
2407,Department for Education,Department for Education,Family Hubs and Early Years Interventions,DFE-2654,Senior Executive Officer - National,42806,47047,Senior Executive Officer - Family Hubs and Early Years Interventions SEO-South West,1.91,Other,South West
2408,Department for Education,Department for Education,Strategy Unit,DFE-2618,Grade 7 - National,58185,67219,Manager - Strategy Unit Grade 7-Yorkshire and The Humber,2.0,Other,Yorkshire and The Humber
2409,Department for Education,Department for Education,CSC Strategy and Care System,DFE-2671,EO - National,31479,31479,Executive Officer - CSC Portfolio and Funding EO-Yorkshire and The Humber,1.0,Other,Yorkshire and The Humber
2410,Department for Education,Department for Education,Family Hubs and Early Years Interventions,DFE-2393,Grade 7 - National,58185,67219,Manager - Family Hubs and Early Years Interventions Grade 7-South West,1.0,Other,South West
2411,Department for Education,Department for Education,Central Analysis Unit,DFE-2238,Grade 6 - National,70854,78241,Manager - Central Analysis Unit Grade 6-East Midlands,1.0,Other,East Midlands
2412,Department for Education,Standard and Testing Agency,"Standards, Testing and Regulation Directorate",DFE-2135,HEO - National,36000,38229,Higher Executive Officer - Assessment Operations and Services SEO-West Midlands,1.0,Other,West Midlands
2413,Department for Education,Department for Education,"Estates, Security and People",DFE-2025,Grade 6 - London,74528,82869,"Manager - Estates, Security and People Grade 6-London",2.0,Other,London
2414,Department for Education,Department for Education,Skills Strategy and Delivery,DFE-2570,Senior Executive Officer - National,42806,47047,Senior Executive Officer - Skills Strategy and Delivery SEO-West Midlands,2.0,Other,West Midlands
2415,Department for Education,Department for Education,Inclusive Mainstream,DFE-2647,Grade 7 - National,58185,67219,Manager - Inclusive Mainstream Grade 7-Yorkshire and The Humber,3.8,Other,Yorkshire and The Humber
2416,Department for Education,Department for Education,Data Science (ESFA),DFE-2601,EO - National,31479,31479,Executive Officer - Data Science (ESFA) EO-West Midlands,1.0,Other,West Midlands
2417,Department for Education,Department for Education,Central Strategic Finance,DFE-2604,Grade 7 - National,58185,67219,Manager - Central Capital Unit Grade 7-North West,1.9,Other,North West
2418,Department for Education,Department for Education,"Education Estates Legal, Land and Planning",DFE-2207,Senior Executive Officer - National,42806,47047,"Senior Executive Officer - Education Estates Legal, Land and Planning SEO-Yorkshire and The Humber",1.0,Other,Yorkshire and The Humber
2419,Department for Education,Department for Education,Insight and Statistics,DFE-2400,Grade 6 - National,70854,78241,Manager - Insight and Statistics Grade 6-South West,1.0,Other,South West
2420,Department for Education,Department for Education,"Payroll, Reward, Policies and ER",DFE-2527,Grade 7 - National,58185,67219,"Manager - Payroll, Reward, Policies and ER Grade 7-North East",1.0,Other,North East
2421,Department for Education,Skills England,Reform and Development,DFE-2689,Grade 7 - National,58185,67219,Manager - Development and Innovation Grade 7-Yorkshire and The Humber,1.0,Other,Yorkshire and The Humber
2422,Department for Education,Department for Education,Family Support,DFE-2305,HEO - National,36000,38229,Higher Executive Officer - Family Support HEO-North West,1.0,Other,North West
2423,Department for Education,Department for Education,SFSO Operational Delivery - North,DFE-2084,Senior Executive Officer - National,42806,47047,Senior Executive Officer - SFSO Operational Delivery - North SEO-South West,0.7,Other,South West
2424,Department for Education,Department for Education,Sector Skills,DFE-2620,Grade 6 - National,70854,78241,Manager - Sector Skills Grade 6-East Midlands,0.86,Other,East Midlands
2425,Department for Education,Department for Education,"Behaviour, Exclusions and School Food",DFE-2662,Senior Executive Officer - National,42806,47047,"Senior Executive Officer - Behaviour, Exclusions and School Food SEO-West Midlands",1.91,Other,West Midlands
2426,Department for Education,Department for Education,Social Justice and Disadvantage,DFE-2519,HEO - National,36000,38229,Higher Executive Officer - Social Justice and Disadvantage HEO-North West,1.0,Other,North West
2427,Department for Education,Department for Education,Inclusive Mainstream,DFE-2647,HEO - National,36000,38229,Higher Executive Officer - Inclusive Mainstream HEO-North West,2.0,Other,North West
2428,Department for Education,Department for Education,"Estates, Security and People",DFE-2025,HEO - National,36000,38229,Higher Executive Officer - Central Business Services HEO-Yorkshire and The Humber,1.0,Other,Yorkshire and The Humber
2429,Department for Education,Department for Education,"Construction Grants, Assurance and Response",DFE-2344,HEO - National,36000,38229,"Higher Executive Officer - Construction Grants, Assurance and Response HEO-North West",2.43,Other,North West
2430,Department for Education,Department for Education,CS Policy Profession Unit,DFE-2498,Grade 7 - National,58185,67219,Manager - CS Policy Profession Unit Grade 7-South West,0.6,Other,South West
2431,Department for Education,Department for Education,"Early Years Quality, Recovery and Welfare",DFE-2240,Grade 7 - National,58185,67219,"Manager - Early Years Quality, Recovery and Welfare Grade 7-North West",1.72,Other,North West
2432,Department for Education,Department for Education,Digital Delivery - Schools,DFE-2664,Grade 7 - National,58185,67219,Manager - Digital Delivery - Schools Grade 7-Yorkshire and The Humber,3.0,Other,Yorkshire and The Humber
2433,Department for Education,Department for Education,CSC Data and Digital,DFE-2010,Senior Executive Officer - National,42806,47047,Senior Executive Officer - CSC Portfolio and Funding SEO-West Midlands,1.0,Other,West Midlands
2434,Department for Education,Department for Education,"Early Years Quality, Recovery and Welfare",DFE-2240,HEO - National,36000,38229,"Higher Executive Officer - Early Years Quality, Recovery and Welfare SEO-East Midlands",1.0,Other,East Midlands
2435,Department for Education,Department for Education,Open Innovation,DFE-2559,SEO (Senior Research Officer) - National,48999,53884,Senior Executive Officer - Open Innovation SEO-Yorkshire and The Humber,1.0,Other,Yorkshire and The Humber
2436,Department for Education,Department for Education,Enterprise Data for Access and Sharing,DFE-2658,EO - National,31479,31479,Executive Officer - Enterprise Data for Access and Sharing HEO-West Midlands,1.0,Other,West Midlands
2437,Department for Education,Department for Education,Inclusive Mainstream,DFE-2647,Grade 7 - National,58185,67219,Manager - Inclusive Mainstream Grade 7-North West,1.0,Other,North West
2438,Department for Education,Department for Education,Education Estates Portfolio Oversight and Directorate Support,DFE-2648,Grade 7 - National,58185,67219,Manager - Education Estates Portfolio Oversight and Directorate Support Grade 7-West Midlands,1.0,Other,West Midlands
2439,Department for Education,Department for Education,CSC Strategy and Care System,DFE-2671,Senior Executive Officer - National,42806,47047,Senior Executive Officer - CSC Portfolio and Funding SEO-Yorkshire and The Humber,1.0,Other,Yorkshire and The Humber
2440,Department for Education,Department for Education,Central Strategic Finance,DFE-2604,Grade 7 - National,58185,67219,Manager - Central Strategic Finance Grade 7-West Midlands,1.8,Other,West Midlands
2441,Department for Education,Department for Education,Commercial Operations,DFE-2355,HEO - National,36000,38229,Higher Executive Officer - Commercial Operations HEO-North West,2.0,Other,North West
2442,Department for Education,Department for Education,Digital Strategy,DFE-2694,HEO - National,36000,38229,Higher Executive Officer - Digital Strategy HEO-Yorkshire and The Humber,0.81,Other,Yorkshire and The Humber
2443,Department for Education,Department for Education,Regions Group: Yorkshire & Humber and National CSC and BSiL,DFE-2613,Senior Executive Officer - London,46971,51973,Senior Executive Officer - Regions Group: Yorkshire & Humber and National CSC and BSiL SEO-London,1.0,Other,London
2444,Department for Education,Department for Education,Work Based Skills Operational Delivery,DFE-2619,HEO - National,36000,38229,Higher Executive Officer - Work Based Skills Operational Delivery HEO-North East,1.0,Other,North East
2445,Department for Education,Skills England,Reform and Development,DFE-2689,Grade 6 - London,74528,82869,Manager - Development and Innovation Grade 6-London,3.8,Other,London
2446,Department for Education,Department for Education,Early Years Markets and Strategy,DFE-2644,Grade 7 - National,58185,67219,Manager - Early Years Sufficiency and Entitlements Grade 7-East Midlands,1.0,Other,East Midlands
2447,Department for Education,Department for Education,Insight and Statistics,DFE-2400,SEO (Statistical Officer) - National,48999,53884,Senior Executive Officer - Insight and Statistics Grade 7-North West,1.0,Other,North West
2448,Department for Education,Department for Education,Estates Private Finance,DFE-2688,Grade 6 - National,70854,78241,Manager - Education Estates Strategy and Policy Unit Grade 6-North West,1.0,Other,North West
2449,Department for Education,Department for Education,Schools and Funding Analysis,DFE-2567,SEO (Statistical Officer) - National,48999,53884,Senior Executive Officer - Schools and Funding Analysis SEO-North West,2.91,Other,North West
2450,Department for Education,Department for Education,Improvement and Insight,DFE-2223,EO - National,31479,31479,Executive Officer - Improvement and Insight SEO-North East,1.0,Other,North East
2451,Department for Education,Department for Education,Local Accountability and Improvement,DFE-2383,HEO - National,36000,38229,Higher Executive Officer - Local Accountability and Improvement SEO-Yorkshire and The Humber,1.0,Other,Yorkshire and The Humber
2452,Department for Education,Department for Education,Teacher Training and Recruitment,DFE-2541,Grade 7 - National,58185,67219,Manager - Teacher Training and Recruitment Grade 7-East Midlands,2.0,Other,East Midlands
2453,Department for Education,Department for Education,Operations and Infrastructure Group,DFE-2536,EO - National,31479,31479,Executive Officer - Commercial Specialist - Schools EO-Yorkshire and The Humber,0.67,Other,Yorkshire and The Humber
2454,Department for Education,Department for Education,Skills Journey,DFE-2306,EO - National,31479,31479,Executive Officer - Skills Journey Directorate Business Support EO-North West,1.0,Other,North West
2455,Department for Education,Department for Education,Data Science (ESFA),DFE-2601,Grade 7 - National,58185,67219,Manager - Data Science (ESFA) Grade 7-East Of England,1.0,Other,East Of England
2456,Department for Education,Department for Education,SEND Strategy,DFE-2571,Senior Executive Officer - National,42806,47047,Senior Executive Officer - SEND Strategy SEO-North West,1.91,Other,North West
2457,Department for Education,Department for Education,Families Analysis,DFE-2152,SEO (Statistical Officer) - National,48999,53884,Senior Executive Officer - Families Analysis SEO-North East,2.0,Other,North East
2458,Department for Education,Department for Education,International Placements,DFE-2491,Senior Executive Officer - National,42806,47047,Senior Executive Officer - Strategy Group - DG Office SEO-North West,1.0,Other,North West
2459,Department for Education,Department for Education,Technical Education & Qualification Reforms,DFE-2093,Grade 7 - National,58185,67219,Manager - Technical Education & Qualification Reform​s Grade 7-North West,1.64,Other,North West
2460,Department for Education,Department for Education,Digital Strategy,DFE-2694,Senior Executive Officer - National,42806,47047,Senior Executive Officer - Digital Strategy SEO-West Midlands,1.0,Other,West Midlands
2461,Department for Education,Department for Education,Strategy Unit,DFE-2618,Senior Executive Officer - London,46971,51973,Senior Executive Officer - Strategy Unit SEO-London,3.0,Other,London
2462,Department for Education,Department for Education,Families Analysis,DFE-2152,SEO (Statistical Officer) - National,48999,53884,Senior Executive Officer - Families Analysis SEO-East Of England,1.0,Other,East Of England
2463,Department for Education,Department for Education,CSC Data and Digital,DFE-2010,Grade 6 - National,70854,78241,Manager - CSC Data and Digital Grade 6-North West,1.0,Other,North West
2464,Department for Education,Department for Education,"Construction Grants, Assurance and Response",DFE-2344,Senior Executive Officer - National,42806,47047,"Senior Executive Officer - Construction Grants, Assurance and Response SEO-North East",1.0,Other,North East
2465,Department for Education,Department for Education,Major Projects and Risk,DFE-2608,Grade 6 - National,70854,78241,Manager - Major Projects and Risks Grade 6-Yorkshire and The Humber,0.7,Other,Yorkshire and The Humber
